Date,Bar Name,Alcohol Type,Brand Name,Consumed (ml),Purchase (ml),Opening Balance (ml),Closing Balance (ml),Next_Day_Consumption,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,IsHolidaySeason,Consumption_Lag_1,Purchase_Lag_1,Consumption_Lag_2,Purchase_Lag_2,Consumption_Lag_3,Purchase_Lag_3,Consumption_Lag_7,Purchase_Lag_7,Consumption_Lag_14,Purchase_Lag_14,Consumption_Mean_3,Consumption_Std_3,Consumption_Mean_7,Consumption_Std_7,Consumption_Mean_14,Consumption_Std_14,Inventory_Ratio,Stockout_Risk,Inventory_Turnover,Alcohol_Beer,Alcohol_Rum,Alcohol_Vodka,Alcohol_Whiskey,Alcohol_Wine,Bar_Anderson's Bar,Bar_Brown's Bar,Bar_Johnson's Bar,Bar_Smith's Bar,Bar_Taylor's Bar,Bar_Thomas's Bar
2023-02-21,Anderson's Bar,Beer,Coors,428.03,544.77,1183.82999999999,1300.56999999999,220.87,1,21,2,8,0,0,579.05,0.0,375.89,0.0,478.07,1914.66,164.89,0.0,,,460.98999999999995,105.51430045259278,378.3742857142857,129.09063893987337,370.2063636363636,136.75492987623718,3.031419714239074,3.437257892789426,0.36125857717985166,True,False,False,False,False,True,False,False,False,False,False
2023-03-05,Anderson's Bar,Beer,Coors,220.87,1402.18,1300.56999999999,2481.88,599.53,6,5,3,9,1,0,428.03,544.77,579.05,0.0,375.89,0.0,330.99,0.0,,,409.3166666666666,179.82177213378066,362.64285714285717,141.90157559781656,357.7616666666666,137.33238119337489,11.186190111326452,6.843868426235966,0.16969506058068465,True,False,False,False,False,True,False,False,False,False,False
2023-03-06,Anderson's Bar,Beer,Coors,599.53,0.0,2481.88,1882.35,495.81,0,6,3,10,0,0,220.87,1402.18,428.03,544.77,579.05,0.0,225.88,0.0,,,416.14333333333326,189.60964778547884,416.02142857142854,151.81286676130486,376.35923076923075,147.5967584028377,3.1344812082660316,4.524646738663874,0.24146555612836704,True,False,False,False,False,True,False,False,False,False,False
2023-03-10,Anderson's Bar,Beer,Coors,495.81,0.0,1882.35,1386.54,488.65,4,10,3,10,0,0,599.53,0.0,220.87,1402.18,428.03,544.77,230.71,0.0,,,438.7366666666666,195.6754275153969,453.89285714285717,129.27300178489003,384.89142857142855,145.35551794755577,2.790885851734063,3.054773782358958,0.26325961717152946,True,False,False,False,False,True,False,False,False,False,False
2023-03-12,Anderson's Bar,Beer,Coors,488.65,0.0,1386.54,897.89,414.29,6,12,3,10,1,0,495.81,0.0,599.53,0.0,220.87,1402.18,478.07,1914.66,440.55,0.0,527.9966666666666,62.05303967843456,455.40428571428566,129.66404524220047,388.32714285714286,147.32738334578704,1.8337383845604003,1.9716327407672305,0.35217002753073784,True,False,False,False,False,True,False,False,False,False,False
2023-03-18,Anderson's Bar,Beer,Coors,414.29,1445.99,897.89,1929.59,379.75,5,18,3,11,1,0,488.65,0.0,495.81,0.0,599.53,0.0,375.89,0.0,544.08,1009.41,466.25,45.14086397046496,460.88999999999993,126.51337162529494,379.05642857142857,140.70742255896388,4.646367598545594,4.186660591464341,0.4608906540288578,True,False,False,False,False,True,False,False,False,False,False
2023-03-19,Anderson's Bar,Beer,Coors,379.75,0.0,1929.59,1549.84,431.69,6,19,3,11,1,0,414.29,1445.99,488.65,0.0,495.81,0.0,579.05,0.0,274.13,980.0,427.56333333333333,55.650144054919934,432.41857142857134,117.60198232861144,386.6007142857143,137.44246966888116,4.070492449113591,3.584119883842706,0.19670152647636216,True,False,False,False,False,True,False,False,False,False,False
2023-03-30,Anderson's Bar,Beer,Coors,431.69,0.0,1549.84,1118.15,306.02,3,30,3,13,0,0,379.75,0.0,414.29,1445.99,488.65,0.0,428.03,544.77,164.89,0.0,408.5766666666666,26.437143062996338,432.9414285714285,117.58735411437335,405.65785714285715,121.9610843468315,2.584182671196469,2.5826819200221744,0.27835882489489566,True,False,False,False,False,True,False,False,False,False,False
2023-04-01,Anderson's Bar,Beer,Coors,306.02,1231.08,1118.15,2043.21,400.81,5,1,4,13,1,0,431.69,0.0,379.75,0.0,414.29,1445.99,220.87,1402.18,330.99,0.0,372.4866666666666,63.14906359823027,445.10571428571427,94.03871930524905,403.8742857142857,123.31212964944415,6.654973617353919,4.590392651504939,0.27343966403073755,True,False,False,False,False,True,False,False,False,False,False
2023-04-03,Anderson's Bar,Beer,Coors,400.81,1583.04,2043.21,3225.44,158.7,0,3,4,14,0,0,306.02,1231.08,431.69,0.0,379.75,0.0,599.53,0.0,225.88,0.0,379.50666666666666,65.48748913596651,416.7171428571428,65.23490597174838,416.36928571428564,112.25593384790818,8.02727657350489,7.740118339949676,0.1960708537772538,True,False,False,False,False,True,False,False,False,False,False
2023-04-07,Anderson's Bar,Beer,Coors,158.7,0.0,3225.44,3066.74,178.89,4,7,4,14,0,0,400.81,1583.04,306.02,1231.08,431.69,0.0,495.81,0.0,230.71,0.0,288.50999999999993,122.0010782739234,368.5585714285714,107.71566559366246,411.2257142857142,122.59120082078208,19.203130870381965,8.320902667147305,0.049187339606501276,True,False,False,False,False,True,False,False,False,False,False
2023-04-18,Anderson's Bar,Beer,Coors,178.89,0.0,3066.74,2887.85,212.46,1,18,4,16,0,0,158.7,0.0,400.81,1583.04,306.02,1231.08,488.65,0.0,478.07,1914.66,246.1333333333333,134.33377249721423,324.3071428571428,113.62282703668984,389.85571428571427,135.4451582866538,16.053421535382736,8.904675902473405,0.05831328600207319,True,False,False,False,False,True,False,False,False,False,False
2023-04-20,Anderson's Bar,Beer,Coors,212.46,0.0,2887.85,2675.39,403.69,3,20,4,16,0,0,178.89,0.0,158.7,0.0,400.81,1583.04,414.29,1445.99,375.89,0.0,183.34999999999994,27.156087715279572,295.47428571428566,112.5865697818266,378.1821428571429,143.54213217881207,12.533448889721727,9.054561189757873,0.07354483618048704,True,False,False,False,False,True,False,False,False,False,False
2023-04-30,Anderson's Bar,Beer,Coors,403.69,1903.97,2675.39,4175.67,203.13,6,30,4,17,1,0,212.46,0.0,178.89,0.0,158.7,0.0,379.75,0.0,579.05,0.0,265.0133333333333,121.26479140019707,298.8942857142857,115.88844073175767,365.6564285714286,131.83985440427585,10.318194173317849,13.970390869203639,0.15083377235754133,True,False,False,False,False,True,False,False,False,False,False
