Date,Bar Name,Alcohol Type,Brand Name,Forecasted_Demand,Actual_Demand
2023-11-14,Anderson's Bar,Whiskey,Jameson,341.31355147615574,394.86
2023-11-19,Anderson's Bar,Whiskey,Jameson,350.0519856792001,422.5
2023-11-24,Anderson's Bar,Whiskey,Jameson,342.5337544009247,402.12
2023-11-25,Anderson's Bar,Whiskey,Jameson,265.45121040908543,228.2
2023-12-11,Anderson's Bar,Whiskey,Jameson,340.42637349573454,102.39
2023-12-14,Anderson's Bar,Whiskey,Jameson,353.03098897286276,416.72
2023-12-17,Anderson's Bar,Whiskey,Jameson,322.99084524853464,248.19
2023-12-27,Anderson's Bar,Whiskey,Jameson,345.64430577969705,474.96
2023-10-16,Anderson's Bar,Whiskey,Jim Beam,342.4547578784774,282.18
2023-10-17,Anderson's Bar,Whiskey,Jim Beam,342.8236297848487,431.41
2023-10-25,Anderson's Bar,Whiskey,Jim Beam,348.03604921562015,564.96
2023-11-05,Anderson's Bar,Whiskey,Jim Beam,351.7068695300733,563.96
2023-11-13,Anderson's Bar,Whiskey,Jim Beam,348.85093581081964,207.93
2023-11-15,Anderson's Bar,Whiskey,Jim Beam,350.74924906828653,588.26
2023-11-16,Anderson's Bar,Whiskey,Jim Beam,342.8201350381264,375.69
2023-11-18,Anderson's Bar,Whiskey,Jim Beam,360.12516895601476,459.61
2023-11-29,Anderson's Bar,Whiskey,Jim Beam,335.92260833578166,411.97
2023-12-01,Anderson's Bar,Whiskey,Jim Beam,357.1110611674696,253.15
2023-12-04,Anderson's Bar,Whiskey,Jim Beam,352.7436652630398,181.11
2023-12-08,Anderson's Bar,Whiskey,Jim Beam,357.1573191716797,526.95
2023-12-13,Anderson's Bar,Whiskey,Jim Beam,336.9786012232609,582.53
2023-12-19,Anderson's Bar,Whiskey,Jim Beam,342.2009361546636,500.0
2023-12-23,Anderson's Bar,Whiskey,Jim Beam,337.7160337659014,255.12
2023-12-24,Anderson's Bar,Whiskey,Jim Beam,335.78969924230165,425.97
2023-12-26,Anderson's Bar,Whiskey,Jim Beam,345.3432804585923,582.97
2023-12-28,Anderson's Bar,Whiskey,Jim Beam,331.0991755637186,100.44
2023-10-19,Anderson's Bar,Wine,Barefoot,362.8616942095404,587.94
2023-10-20,Anderson's Bar,Wine,Barefoot,341.7646910761524,349.94
2023-11-05,Anderson's Bar,Wine,Barefoot,346.59584663901444,573.65
2023-11-12,Anderson's Bar,Wine,Barefoot,310.24597841259435,231.8
2023-11-16,Anderson's Bar,Wine,Barefoot,347.5673888983506,384.85
2023-11-21,Anderson's Bar,Wine,Barefoot,317.5542739110756,250.5
2023-11-30,Anderson's Bar,Wine,Barefoot,354.6858265605503,287.17
2023-12-02,Anderson's Bar,Wine,Barefoot,332.44968482831956,124.88
2023-12-03,Anderson's Bar,Wine,Barefoot,333.20961724988695,275.74
2023-12-09,Anderson's Bar,Wine,Barefoot,376.8322000282455,513.52
2023-12-12,Anderson's Bar,Wine,Barefoot,356.61716749399227,287.38
2023-12-19,Anderson's Bar,Wine,Barefoot,278.13522993716407,194.55
2023-12-27,Anderson's Bar,Wine,Barefoot,311.2088714244041,142.77
2023-10-18,Anderson's Bar,Wine,Sutter Home,350.4458552141733,515.95
2023-10-21,Anderson's Bar,Wine,Sutter Home,345.46273577613164,570.39
2023-10-26,Anderson's Bar,Wine,Sutter Home,340.20165558262136,506.56
2023-10-31,Anderson's Bar,Wine,Sutter Home,371.2446577334558,551.82
2023-11-01,Anderson's Bar,Wine,Sutter Home,389.11384779449924,583.59
2023-11-09,Anderson's Bar,Wine,Sutter Home,378.61081801781603,521.1
2023-11-10,Anderson's Bar,Wine,Sutter Home,368.8424228305346,311.64
2023-11-13,Anderson's Bar,Wine,Sutter Home,323.5920108699013,550.97
2023-11-27,Anderson's Bar,Wine,Sutter Home,350.8327203200295,468.75
2023-12-16,Anderson's Bar,Wine,Sutter Home,322.5027899828375,551.09
2023-10-17,Anderson's Bar,Wine,Yellow Tail,86.74572341364276,0.0
2023-10-22,Anderson's Bar,Wine,Yellow Tail,68.66705726180273,0.0
2023-10-24,Anderson's Bar,Wine,Yellow Tail,71.84839558340735,0.0
2023-10-25,Anderson's Bar,Wine,Yellow Tail,28.612667118661818,0.0
2023-10-29,Anderson's Bar,Wine,Yellow Tail,83.80283371285208,0.0
2023-11-02,Anderson's Bar,Wine,Yellow Tail,69.12061108155913,212.4
2023-11-06,Anderson's Bar,Wine,Yellow Tail,294.4820993218597,157.19
2023-11-20,Anderson's Bar,Wine,Yellow Tail,305.498141989606,223.68
2023-11-22,Anderson's Bar,Wine,Yellow Tail,339.8344031497949,543.62
2023-11-24,Anderson's Bar,Wine,Yellow Tail,267.4023776805715,399.62
2023-11-28,Anderson's Bar,Wine,Yellow Tail,343.11182548382163,166.85
2023-11-29,Anderson's Bar,Wine,Yellow Tail,371.87492706960234,574.61
2023-12-01,Anderson's Bar,Wine,Yellow Tail,349.8963166635121,578.59
2023-12-04,Anderson's Bar,Wine,Yellow Tail,374.62538994834694,269.96
2023-12-11,Anderson's Bar,Wine,Yellow Tail,324.0701687624901,182.91
2023-12-14,Anderson's Bar,Wine,Yellow Tail,329.4246146573912,172.99
2023-12-15,Anderson's Bar,Wine,Yellow Tail,369.16974342246976,451.66
2023-12-17,Anderson's Bar,Wine,Yellow Tail,300.8774109730718,243.14
2023-12-21,Anderson's Bar,Wine,Yellow Tail,306.63869573033395,129.41
2023-11-02,Brown's Bar,Beer,Budweiser,329.03084477569,0.0
2023-11-23,Brown's Bar,Beer,Budweiser,342.26409487825407,151.29
2023-11-24,Brown's Bar,Beer,Budweiser,339.732552310049,135.87
2023-11-25,Brown's Bar,Beer,Budweiser,376.11680780067974,598.89
2023-11-27,Brown's Bar,Beer,Budweiser,340.53960170973323,544.37
2023-12-01,Brown's Bar,Beer,Budweiser,297.5650526367391,164.59
2023-12-05,Brown's Bar,Beer,Budweiser,337.1207974256797,461.78
2023-12-19,Brown's Bar,Beer,Budweiser,65.72316479781966,0.0
2023-10-21,Brown's Bar,Beer,Coors,332.6336321607231,269.95
2023-11-04,Brown's Bar,Beer,Coors,355.1990817148892,979.89
2023-11-07,Brown's Bar,Beer,Coors,316.6037946100137,237.04
2023-11-10,Brown's Bar,Beer,Coors,353.9005763333932,598.82
2023-11-11,Brown's Bar,Beer,Coors,322.8946146109035,261.95
2023-11-14,Brown's Bar,Beer,Coors,455.94250975473653,512.75
2023-11-15,Brown's Bar,Beer,Coors,331.38003938763063,100.27
2023-11-30,Brown's Bar,Beer,Coors,349.14930465430393,280.73
2023-12-21,Brown's Bar,Beer,Coors,332.1332037998498,938.99
2023-12-23,Brown's Bar,Beer,Coors,288.34282481266104,480.28
2023-12-24,Brown's Bar,Beer,Coors,207.55959291076246,0.0
2023-10-24,Brown's Bar,Beer,Heineken,330.9971206901304,196.56
2023-10-28,Brown's Bar,Beer,Heineken,331.82182120799894,538.12
2023-11-13,Brown's Bar,Beer,Heineken,307.0272713985821,307.51
2023-11-22,Brown's Bar,Beer,Heineken,338.2100021912514,341.2
2023-11-26,Brown's Bar,Beer,Heineken,355.241734657001,511.13
2023-12-13,Brown's Bar,Beer,Heineken,336.83735774399287,575.55
2023-12-17,Brown's Bar,Beer,Heineken,334.14364255217544,111.63
2023-10-16,Brown's Bar,Beer,Miller,355.0750481226186,540.24
2023-10-22,Brown's Bar,Beer,Miller,350.7058981697655,189.65
2023-10-25,Brown's Bar,Beer,Miller,327.5194541115565,254.1
2023-11-12,Brown's Bar,Beer,Miller,324.9326906520646,232.33
2023-11-29,Brown's Bar,Beer,Miller,298.57982715969547,146.88
2023-12-02,Brown's Bar,Beer,Miller,99.1163030064006,74.02
2023-12-03,Brown's Bar,Beer,Miller,91.58961461368386,0.0
2023-12-04,Brown's Bar,Beer,Miller,94.6040521422978,136.03
2023-10-16,Brown's Bar,Rum,Bacardi,355.0628571832192,561.66
2023-10-21,Brown's Bar,Rum,Bacardi,342.14050381071695,280.88
2023-10-25,Brown's Bar,Rum,Bacardi,323.14023529925083,261.65
2023-10-29,Brown's Bar,Rum,Bacardi,321.2531993729281,162.73
2023-11-11,Brown's Bar,Rum,Bacardi,368.67829136578115,143.93
2023-11-12,Brown's Bar,Rum,Bacardi,369.6437434074479,309.39
2023-11-14,Brown's Bar,Rum,Bacardi,377.0434966465749,413.46
2023-11-26,Brown's Bar,Rum,Bacardi,355.27808646598015,212.22
2023-12-03,Brown's Bar,Rum,Bacardi,332.2863194513388,469.01
2023-12-04,Brown's Bar,Rum,Bacardi,369.4532544526991,432.06
2023-12-05,Brown's Bar,Rum,Bacardi,359.43630905530136,403.75
2023-12-08,Brown's Bar,Rum,Bacardi,350.00738318068073,239.36
2023-12-15,Brown's Bar,Rum,Bacardi,316.0731723173258,357.54
2023-12-19,Brown's Bar,Rum,Bacardi,334.36883218119766,166.88
2023-12-23,Brown's Bar,Rum,Bacardi,320.9940100584726,0.0
2023-12-25,Brown's Bar,Rum,Bacardi,358.52655433105934,353.96
2023-12-27,Brown's Bar,Rum,Bacardi,349.0385040158505,266.72
2023-10-19,Brown's Bar,Rum,Captain Morgan,252.40293637783137,324.34
2023-10-22,Brown's Bar,Rum,Captain Morgan,71.95879339920216,0.0
2023-10-26,Brown's Bar,Rum,Captain Morgan,63.055804786795306,0.0
2023-10-31,Brown's Bar,Rum,Captain Morgan,83.31598810765247,0.0
2023-11-06,Brown's Bar,Rum,Captain Morgan,84.24955887524655,0.0
2023-11-17,Brown's Bar,Rum,Captain Morgan,87.5544145743902,0.0
2023-11-20,Brown's Bar,Rum,Captain Morgan,83.66701496867563,0.0
2023-11-23,Brown's Bar,Rum,Captain Morgan,302.60503715319226,145.58
2023-11-25,Brown's Bar,Rum,Captain Morgan,343.1026472033055,133.35
2023-11-28,Brown's Bar,Rum,Captain Morgan,352.69953149062565,271.42
2023-12-06,Brown's Bar,Rum,Captain Morgan,347.9049190033138,228.66
2023-12-11,Brown's Bar,Rum,Captain Morgan,342.37080453587265,316.13
2023-12-12,Brown's Bar,Rum,Captain Morgan,353.3355871269573,523.79
2023-10-18,Brown's Bar,Rum,Malibu,328.53633237318803,534.5
2023-10-27,Brown's Bar,Rum,Malibu,248.71227569152427,273.33
2023-11-01,Brown's Bar,Rum,Malibu,54.81890631525122,0.0
2023-11-03,Brown's Bar,Rum,Malibu,58.010711405966404,0.0
2023-11-05,Brown's Bar,Rum,Malibu,64.91612312471779,0.0
2023-11-07,Brown's Bar,Rum,Malibu,67.05260489913371,0.0
2023-11-09,Brown's Bar,Rum,Malibu,113.93233861375943,0.0
2023-11-16,Brown's Bar,Rum,Malibu,116.7934992546473,459.82
2023-11-19,Brown's Bar,Rum,Malibu,299.82520691278614,219.72
2023-11-27,Brown's Bar,Rum,Malibu,330.6839911049691,112.94
2023-11-29,Brown's Bar,Rum,Malibu,344.0242674508247,122.48
2023-12-02,Brown's Bar,Rum,Malibu,355.6732011944209,308.83
2023-12-10,Brown's Bar,Rum,Malibu,354.033687986753,740.96
2023-12-13,Brown's Bar,Rum,Malibu,250.23261716357734,273.1
2023-12-14,Brown's Bar,Rum,Malibu,342.3343231526162,324.93
2023-12-20,Brown's Bar,Rum,Malibu,360.3606196448909,441.95
2023-12-21,Brown's Bar,Rum,Malibu,357.2779554152241,120.81
2023-12-24,Brown's Bar,Rum,Malibu,335.00370920509454,401.13
2023-12-26,Brown's Bar,Rum,Malibu,336.04282406142966,424.45
2023-12-29,Brown's Bar,Rum,Malibu,328.1080546940218,341.87
2023-12-31,Brown's Bar,Rum,Malibu,306.10189680234777,416.29
2023-10-24,Brown's Bar,Vodka,Absolut,233.0479580161859,348.45
2023-10-31,Brown's Bar,Vodka,Absolut,321.5278866172318,307.12
2023-11-02,Brown's Bar,Vodka,Absolut,308.3659582706042,287.89
2023-11-16,Brown's Bar,Vodka,Absolut,351.77128252364724,103.46
2023-11-21,Brown's Bar,Vodka,Absolut,351.7222036965232,288.35
2023-12-04,Brown's Bar,Vodka,Absolut,335.4587588770691,215.73
2023-12-15,Brown's Bar,Vodka,Absolut,347.5725912345018,245.02
2023-12-19,Brown's Bar,Vodka,Absolut,333.1897792276404,321.33
2023-12-22,Brown's Bar,Vodka,Absolut,348.64968755770303,160.21
2023-10-17,Brown's Bar,Vodka,Grey Goose,342.81074441464375,158.36
2023-10-19,Brown's Bar,Vodka,Grey Goose,338.4071397665425,322.9
2023-10-20,Brown's Bar,Vodka,Grey Goose,380.43810729470664,1125.23
2023-11-01,Brown's Bar,Vodka,Grey Goose,345.0401526035534,434.48
2023-11-11,Brown's Bar,Vodka,Grey Goose,318.60058432368675,201.3
2023-11-12,Brown's Bar,Vodka,Grey Goose,311.7983495947435,193.49
2023-11-15,Brown's Bar,Vodka,Grey Goose,365.6731647894146,569.18
2023-11-17,Brown's Bar,Vodka,Grey Goose,348.0657227428946,457.92
2023-11-18,Brown's Bar,Vodka,Grey Goose,346.6973237848725,571.23
2023-11-19,Brown's Bar,Vodka,Grey Goose,360.6526005167601,382.75
2023-11-20,Brown's Bar,Vodka,Grey Goose,331.41771427847294,168.84
2023-11-22,Brown's Bar,Vodka,Grey Goose,319.3289234118001,0.0
2023-11-23,Brown's Bar,Vodka,Grey Goose,346.6524650656568,384.05
2023-11-27,Brown's Bar,Vodka,Grey Goose,343.9803432725632,493.03
2023-11-29,Brown's Bar,Vodka,Grey Goose,361.3138858976802,380.23
2023-12-07,Brown's Bar,Vodka,Grey Goose,357.19458316914614,100.88
2023-12-09,Brown's Bar,Vodka,Grey Goose,341.9770677287751,537.56
2023-12-12,Brown's Bar,Vodka,Grey Goose,102.95575823338152,80.59
2023-12-20,Brown's Bar,Vodka,Grey Goose,86.57370835761922,0.0
2023-12-28,Brown's Bar,Vodka,Grey Goose,85.62693890654486,0.0
2023-10-18,Brown's Bar,Vodka,Smirnoff,319.4679663041139,518.12
2023-10-22,Brown's Bar,Vodka,Smirnoff,340.50494003870364,390.95
2023-10-29,Brown's Bar,Vodka,Smirnoff,336.90953718790104,315.64
2023-10-30,Brown's Bar,Vodka,Smirnoff,272.6031866367227,257.14
2023-11-06,Brown's Bar,Vodka,Smirnoff,186.39380915250612,547.64
2023-11-07,Brown's Bar,Vodka,Smirnoff,419.53017069214025,462.7
2023-11-08,Brown's Bar,Vodka,Smirnoff,306.4245884863837,102.15
2023-11-13,Brown's Bar,Vodka,Smirnoff,313.93014305069255,352.84
2023-11-24,Brown's Bar,Vodka,Smirnoff,128.0444592958113,114.57
2023-11-30,Brown's Bar,Vodka,Smirnoff,340.9946353631105,422.25
2023-12-02,Brown's Bar,Vodka,Smirnoff,317.75692416387136,130.34
2023-12-03,Brown's Bar,Vodka,Smirnoff,329.8945329630139,331.4
2023-12-11,Brown's Bar,Vodka,Smirnoff,183.78212717272132,167.81
2023-12-14,Brown's Bar,Vodka,Smirnoff,114.04687841572671,0.0
2023-12-24,Brown's Bar,Vodka,Smirnoff,198.76796400964784,550.74
2023-12-26,Brown's Bar,Vodka,Smirnoff,276.91837599357393,252.39
2023-10-30,Brown's Bar,Whiskey,Jack Daniels,91.43343057165532,0.0
2023-11-03,Brown's Bar,Whiskey,Jack Daniels,91.85896896555026,0.0
2023-11-05,Brown's Bar,Whiskey,Jack Daniels,152.33405831162656,0.0
2023-11-14,Brown's Bar,Whiskey,Jack Daniels,160.36631251767076,593.42
2023-11-19,Brown's Bar,Whiskey,Jack Daniels,148.22848866322158,59.17
2023-11-21,Brown's Bar,Whiskey,Jack Daniels,107.5131121698564,0.0
2023-11-25,Brown's Bar,Whiskey,Jack Daniels,88.01204511909168,0.0
2023-11-28,Brown's Bar,Whiskey,Jack Daniels,97.2385954562703,0.0
2023-12-04,Brown's Bar,Whiskey,Jack Daniels,78.54934677790865,0.0
2023-12-05,Brown's Bar,Whiskey,Jack Daniels,78.54934677790865,0.0
2023-12-09,Brown's Bar,Whiskey,Jack Daniels,78.54934677790865,0.0
2023-12-10,Brown's Bar,Whiskey,Jack Daniels,93.27102857086781,0.0
2023-12-15,Brown's Bar,Whiskey,Jack Daniels,86.9896925968569,0.0
2023-12-16,Brown's Bar,Whiskey,Jack Daniels,86.9896925968569,159.04
2023-12-20,Brown's Bar,Whiskey,Jack Daniels,356.20814736934125,499.89
2023-10-20,Brown's Bar,Whiskey,Jameson,355.2520607579404,309.71
